0,716498
0,689444
0,670000
0,665345
0,649268
0,648214
0,639118
0,625773
0,623978
0,622633
0,621205
0,611609
0,610920
0,606562
0,603521
0,593798
0,593203
0,588511
0,583606
1,575644
1,574172
1,572180
1,570351
1,564953
1,559525
1,557383
1,556131
1,554000
1,553932
1,543510
1,541882
1,535890
1,533712
1,533327
1,533037
1,532680
1,531428
1,523622
1,523263
1,521571
1,521546
1,515477
1,505536
2,496040
2,491717
2,491421
2,490062
2,487908
2,485542
2,484213
2,482821
2,473560
2,472716
2,466682
2,463729
2,461370
2,460917
2,460453
2,457711
2,456861
2,453807
2,453250
2,451739
2,445060
2,444992
3,444462
3,444050
3,438831
3,438623
3,436139
3,435804
3,433344
3,430026
3,427335
3,425020
3,424483
3,421458
3,421028
3,420069
3,419465
3,418862
3,416638
3,416105
3,411996
3,411846
4,411648
4,409417
4,408614
4,408486
4,405097
4,403525
4,402751
4,400000
4,397385
4,396780
4,395459
4,395334
4,393913
4,391677
4,390516
4,390479
5,384591
5,383924
5,378556
5,378290
5,374042
5,373622
5,369722
5,368047
5,367107
5,365929
5,365381
5,364787
5,363056
5,361556
5,360228
6,358532
6,352302
6,350508
6,349422
6,348106
6,346888
6,341976
6,341802
7,340812
7,340606
7,338873
7,336914
7,336384
7,334597
7,332712
7,327044
7,324393
8,323309
8,323237
8,322219
8,321842
8,321820
8,321083
8,320910
8,320377
8,319091
8,318437
8,317228
8,312023
8,311384
8,310599
8,310098
9,308813
9,308752
9,306575
9,305251
9,304633
9,303286
9,300723
9,298865
9,298181
9,295664
9,295564
9,294516
9,293518
10,291037
10,290967
10,289329
10,288886
10,284994
10,283086
10,282919
10,281177
10,279943
11,279009
11,271780
11,271201
11,268418
11,267292
11,266678
11,266060
12,262696
12,261694
12,261437
12,257399
12,254364
13,253307
13,250403
13,245715
13,243375
14,238940
14,229782
15,226034
15,224775
15,219006
16,215322
16,212300
17,201736
18,187784
18,184208
18,180000
19,177301
19,174004
20,162245
20,162212
20,160484
21,156082
21,156042
21,154217
21,151417
21,150935
22,143434
22,139599
23,136169
24,124068
24,122220
24,120771
25,112456
26,103171
27,98442
28,87970
28,86894
29,84300
29,81914
31,71437
31,70463
32,68780
35,55676
36,53532
36,53327
40,44000
40,40000
45,33750
46,33248
50,26210
53,21607
55,19085
59,15418
61,12756
63,10666
64,10219
67,7315
69,5550
70,5360
70,5138
70,4900
73,3456
74,3285
74,3058
76,2139
78,1233
78,1214
79,1214
81,755
83,555
83,491
83,459
84,459
85,459
87,459
97,459
99,459
100,259
100,59
100,6
