0,717678
0,705671
0,701464
0,693359
0,681386
0,676358
0,669530
0,663897
0,659828
0,657659
0,655370
0,653252
0,649268
1,640872
1,626278
1,621413
1,620073
1,619137
1,617136
1,613311
1,607825
1,596969
1,595898
1,594177
1,593975
1,589275
1,588581
1,585865
1,581669
1,581477
1,581020
1,579394
1,574172
2,571915
2,571620
2,571429
2,570351
2,567838
2,564467
2,559938
2,559525
2,556131
2,555062
2,554000
2,551722
2,548017
2,544547
2,542847
2,542602
2,541744
2,539896
2,535890
2,534348
2,532813
3,531251
3,530113
3,528937
3,527182
3,525871
3,522896
3,521394
3,521213
3,520000
3,518359
3,518317
3,516365
3,516176
3,514596
3,513427
3,512000
3,511105
3,510970
3,507848
3,507200
3,505900
3,502467
3,501187
3,501126
3,499589
3,499016
3,498347
3,498094
3,496758
4,496394
4,495346
4,494823
4,493860
4,492996
4,491717
4,491209
4,488996
4,485542
4,484646
4,484364
4,480731
4,480055
4,478920
4,477982
4,476680
4,475087
4,473679
4,473408
4,472872
4,472716
4,472313
4,471132
4,470219
4,469453
4,468597
4,466743
4,466700
4,466250
5,466067
5,465553
5,465043
5,464183
5,463729
5,463608
5,461465
5,460786
5,460534
5,460453
5,458072
5,455086
5,453705
5,453480
5,453468
5,453250
5,451906
5,450364
5,449942
5,445858
5,444462
5,444250
5,444050
5,443504
6,442062
6,441299
6,440530
6,440028
6,439871
6,438831
6,437693
6,437679
6,437673
6,437274
6,436547
6,436353
6,435932
6,434647
6,433197
6,432292
6,431325
6,431057
6,431027
6,428704
6,427367
6,426879
6,426483
6,425449
6,425318
6,425020
6,425004
7,424483
7,424240
7,423549
7,423017
7,422842
7,421458
7,421157
7,421028
7,420129
7,419907
7,419602
7,419277
7,418618
7,418376
7,417785
7,417736
7,417547
7,416606
7,415659
7,414718
7,414196
7,413666
7,413422
7,413332
7,412983
7,412254
7,411846
7,411648
7,411316
7,410770
7,410765
7,410508
7,410260
8,410192
8,408706
8,408486
8,407829
8,406984
8,406978
8,406519
8,405179
8,405104
8,404987
8,404912
8,404346
8,404269
8,404132
8,403028
8,402861
8,401716
8,400776
8,399320
8,398478
8,397749
9,395740
9,395334
9,394391
9,392064
9,391607
9,390516
10,383369
10,383030
10,381913
10,381651
10,381533
10,380238
10,379134
10,377196
10,375025
10,374846
10,374388
10,374240
11,369749
11,369213
11,369000
11,367885
11,365562
11,363893
11,362985
11,360800
12,358601
12,358324
12,358292
12,358057
12,356257
12,355769
12,354777
12,354010
12,352501
12,352302
12,352263
12,350188
12,349851
12,349701
13,346800
13,344231
13,341967
13,340554
13,338964
13,338711
13,338292
14,337443
14,334392
14,333444
14,333140
14,333058
14,332712
14,331923
14,330721
14,330324
14,329755
14,328259
15,325466
15,324302
15,323835
15,323103
15,321203
15,317827
16,312879
16,311884
16,311298
16,310646
17,307238
17,306802
17,302747
17,302207
17,301441
17,300933
17,300577
18,297976
18,297296
18,297047
18,294516
18,292456
18,291957
18,290849
18,290671
18,290226
19,288886
19,286203
19,285690
19,283622
19,281177
20,280216
20,279851
20,279521
20,276347
20,273979
20,273796
20,272701
21,271420
21,267381
21,266678
21,265468
22,262984
22,258695
23,254364
23,253716
23,253307
24,247642
24,246663
24,245715
24,244359
24,242800
24,241742
24,241703
24,240370
25,236790
25,232920
26,230815
26,226137
26,224232
27,219120
27,219068
27,219006
28,215000
28,211951
28,208544
28,208078
28,207533
29,203478
29,201810
30,197331
30,196248
30,195882
30,192531
30,189631
31,182592
31,181382
31,179483
32,177930
32,171804
32,171368
33,165442
33,165053
33,164237
33,162299
33,159012
33,157958
34,152609
34,151417
34,148896
35,146618
35,145719
35,144228
36,133043
37,127922
37,127873
37,125952
37,122547
37,122444
38,118581
38,114871
39,112139
39,111779
39,108831
39,106808
40,104827
41,96202
41,95275
44,75689
45,69000
49,52560
51,44726
57,31494
57,30499
62,21607
64,18596
67,13702
69,10905
75,5281
83,755
85,548
85,459
87,459
89,459
90,459
96,459
98,459
99,459
100,259
100,59
