0,701464
0,665345
0,650990
0,635447
0,634388
0,622633
0,610468
0,606562
0,601086
0,596227
0,585822
0,582168
0,577062
0,576637
0,574172
0,569529
1,565261
1,559208
1,551339
1,539542
1,535890
1,533037
1,521571
1,521246
1,519783
1,515395
1,508308
1,506378
1,504304
1,500868
1,491717
1,491421
1,490062
1,488685
1,488673
1,486631
1,483894
1,483062
1,476998
2,473560
2,473137
2,472716
2,466937
2,466304
2,465553
2,464733
2,463729
2,462688
2,461370
2,460917
2,455564
2,454610
2,453250
2,452000
2,445060
2,444462
2,441012
2,439482
2,438881
2,438623
2,437736
2,436139
2,435782
2,434949
2,430170
2,429068
2,427335
2,424483
3,422217
3,421657
3,421460
3,421028
3,416460
3,415264
3,414210
3,413422
3,408486
3,405181
3,403977
3,403525
3,400000
3,397408
3,397385
3,396780
3,395334
4,390516
4,390479
4,389208
4,386195
4,385000
4,384591
4,383901
4,382737
4,382386
4,378290
4,376933
4,375025
4,374042
4,373622
4,371406
4,370000
4,366667
4,365929
4,364000
5,363359
5,362634
5,361556
5,358920
5,357392
5,354219
5,352501
5,351456
5,350508
5,350000
5,349511
5,349422
5,348323
5,348106
5,344513
5,342656
5,341967
5,341802
6,339260
6,338225
6,337931
6,336384
6,335435
6,331159
6,325063
6,325000
6,323077
7,320910
7,320000
7,318437
7,317228
7,315176
7,314226
7,311151
7,310000
7,308752
7,307624
8,300723
8,300500
8,298181
8,296863
8,293518
8,292112
8,289329
8,288886
9,285057
9,284994
9,281929
9,281177
9,281031
9,280526
9,279943
9,277710
9,275000
10,272485
10,272219
10,271780
10,271201
10,267412
10,266622
10,265541
10,264979
10,262696
10,262082
11,260103
11,258695
11,257339
11,253634
11,253466
11,250403
11,247642
12,243809
12,236624
12,235382
13,230000
13,228286
13,227182
13,226034
14,219298
14,213912
14,210577
15,208159
15,205305
15,203825
15,200893
16,197337
16,189631
17,184208
17,180838
17,177301
17,174004
18,167590
18,167269
19,156042
19,153644
19,152747
19,150935
19,150641
19,150327
19,148586
20,145719
20,139599
20,136169
22,124068
22,120771
25,100698
25,94910
28,77849
29,71563
31,62136
33,57000
33,55676
35,51856
36,50386
37,47962
39,43585
40,41350
43,34781
48,26463
53,21034
55,18600
55,18289
57,16682
63,10666
63,10472
67,7410
69,5997
69,5550
74,3456
74,3285
74,3218
75,3058
76,2139
77,2139
79,1214
80,1214
82,994
83,755
84,491
84,459
85,459
86,459
87,459
88,459
89,459
92,459
93,459
94,459
96,459
98,459
100,459
100,259
100,59
100,6
