0,716498
0,695498
0,685713
0,661972
0,655486
0,647476
0,643108
0,634642
0,634313
0,623978
0,621118
0,615082
0,609012
1,606562
1,601746
1,597563
1,584801
1,582687
1,579394
1,574172
1,570351
1,568914
1,568745
1,567084
1,564467
1,559525
1,557947
1,554999
1,554403
1,551339
1,544911
1,543365
1,542800
1,541110
1,535890
1,533037
1,532984
1,531251
1,525589
1,521213
2,517668
2,516716
2,512615
2,508406
2,508000
2,505536
2,501187
2,499589
2,499016
2,496573
2,494654
2,490062
2,487827
2,483000
2,482981
2,479017
2,463729
3,460917
3,460453
3,459582
3,458488
3,458273
3,457303
3,453250
3,451280
3,451177
3,445626
3,444462
3,438623
3,437673
3,437282
3,433969
3,431235
4,427335
4,426766
4,425020
4,424483
4,421992
4,421028
4,420620
4,420069
4,418862
4,418704
4,417000
4,416087
4,415659
4,412653
4,412646
4,411846
4,411648
4,411316
4,410811
4,410765
4,408486
4,406081
4,405947
4,405181
4,404346
5,400000
5,399285
5,397385
5,395334
5,390778
5,390516
5,386709
5,386119
6,379492
6,378556
6,378290
6,377196
6,374042
6,369722
6,368772
6,368047
6,367769
6,367107
6,365388
7,358532
7,352302
7,352057
7,349422
7,346888
7,345180
8,341967
8,340965
8,340606
8,340071
8,339569
8,339178
8,338461
8,337731
8,336918
8,336384
8,334860
8,333357
8,332712
8,331923
8,331144
9,326289
9,325000
9,324037
9,322103
9,321083
9,320910
9,319071
9,318674
9,315760
9,314188
10,312023
10,311074
10,310826
10,310026
10,309984
10,308752
10,306802
10,301791
10,301257
10,300660
11,298528
11,292939
11,292094
11,291957
11,291419
11,288886
11,288476
13,270000
13,266678
13,263877
14,262446
14,262414
14,258697
14,257339
15,250892
15,250403
16,236498
16,234108
17,228666
18,219006
18,211521
18,211279
19,208159
19,206342
19,201810
20,196035
21,177301
22,173634
23,156705
23,155492
23,152747
23,151417
24,150935
24,146448
26,122220
27,120771
27,112456
28,100036
30,94608
31,86676
31,83552
32,80323
33,78000
33,76000
34,71437
34,68780
35,67966
39,53532
41,47578
50,30119
59,16615
62,12729
64,11289
65,10666
68,7298
68,7072
76,2436
79,1214
80,1214
83,461
83,459
84,459
85,459
87,459
98,459
99,459
100,459
100,259
100,59
