0,868710
1,842715
2,808461
3,790603
4,772745
5,739476
6,715668
7,691860
8,668053
9,646199
10,626809
11,606662
12,586515
13,566368
14,546221
15,526142
16,506064
17,485986
18,465908
19,445830
20,431673
21,417516
22,403359
23,389202
24,375045
25,360888
26,346732
27,317549
28,288366
29,259183
30,230000
31,225769
32,221538
33,217307
34,213076
35,208846
36,204615
37,200384
38,196153
39,191923
40,187692
41,183461
42,179230
43,175000
44,170769
45,166538
46,162307
47,158076
48,153846
49,149615
50,145384
51,141153
52,136923
53,132692
54,128461
55,124230
56,120000
57,117248
58,114496
59,111745
60,108993
61,106242
62,103490
63,100739
64,97987
65,95236
66,92484
67,89733
68,86981
69,84230
70,81478
71,78727
72,75975
73,73224
74,70472
75,67721
76,64969
77,62218
78,59466
79,56715
80,53963
81,51212
82,48460
83,45709
84,42957
85,40206
86,37454
87,34703
88,31951
89,29200
90,26448
91,23697
92,20945
93,18194
94,15442
95,12691
96,9939
97,7188
98,4436
99,1685
100,1
