0,886312
1,847179
2,808461
3,790603
4,772745
5,750920
6,739476
7,714770
8,690064
9,665359
10,646199
11,627170
12,608141
13,589112
14,570083
15,546221
16,530304
17,514387
18,498471
19,482554
20,466637
21,450721
22,441270
23,431819
24,422368
25,412917
26,403467
27,383638
28,363808
29,343980
30,324151
31,304322
32,284493
33,264664
34,244834
35,225006
36,220534
37,216063
38,211591
39,207120
40,202648
41,198177
42,193705
43,189234
44,184762
45,180291
46,175819
47,171348
48,166876
49,162405
50,157933
51,153462
52,148990
53,144519
54,140047
55,135576
56,132563
57,129550
58,126537
59,123524
60,120512
61,117499
62,114486
63,111473
64,108461
65,105448
66,102435
67,99422
68,96409
69,93397
70,90384
71,87371
72,84358
73,81345
74,78333
75,75320
76,72307
77,69294
78,66282
79,63269
80,60256
81,57243
82,54231
83,51218
84,48205
85,45192
86,42179
87,39167
88,36154
89,33141
90,30128
91,27116
92,24103
93,21090
94,18077
95,15064
96,12052
97,9039
98,6026
99,3013
100,1
