0,818604
1,772007
2,750920
3,716011
4,694469
5,631171
6,593276
7,555381
8,531343
9,507305
10,450721
11,405360
12,360000
13,325000
14,290000
15,255000
16,220000
17,215555
18,211111
19,206666
20,202222
21,197777
22,193333
23,188888
24,184444
25,180000
26,175555
27,171111
28,166666
29,162222
30,157777
31,153333
32,148888
33,144444
34,140000
35,138464
36,136928
37,135392
38,133857
39,132321
40,130785
41,129250
42,127714
43,126178
44,124642
45,123107
46,121571
47,120035
48,118500
49,116162
50,113825
51,111488
52,109151
53,106814
54,104476
55,102139
56,99802
57,97465
58,95128
59,92790
60,90453
61,88116
62,85779
63,83442
64,81104
65,78767
66,76430
67,74093
68,71756
69,69419
70,67081
71,64744
72,62407
73,60070
74,57733
75,55395
76,53058
77,50721
78,48384
79,46047
80,43709
81,41372
82,39035
83,36698
84,34361
85,32023
86,29686
87,27349
88,25012
89,22675
90,20338
91,18265
92,16192
93,14120
94,12047
95,9975
96,7902
97,5830
98,3757
99,1685
100,1
