0,946622
0,918180
0,902901
0,867213
0,839164
0,837901
0,827506
0,818604
0,811227
0,800259
0,790546
0,784774
0,778714
0,773231
0,773167
1,768769
1,765138
1,757598
1,754012
1,750920
1,738265
1,720072
2,707444
2,706490
2,676948
2,676786
3,668053
3,633581
3,614685
4,601933
4,594107
5,553438
5,540216
5,527933
5,509522
6,503630
6,491605
6,487742
7,440174
7,429097
8,389229
9,362048
9,314614
12,210000
13,199000
15,188946
15,188500
15,188500
24,157500
24,154000
27,150000
27,150000
25,150000
28,145000
29,140333
41,120000
51,100000
56,97314
63,90000
73,86598
75,80000
100,1685
