0,609012
1,521213
2,463728
3,431235
4,404345
5,386118
6,365388
7,345180
8,331144
9,314188
10,300659
11,288476
12,275000
13,263877
14,257338
15,245715
16,234108
17,228666
18,211278
19,201810
20,196034
21,177301
22,173634
23,151417
24,146448
25,135756
26,122219
27,112456
28,100036
29,97224
30,94608
31,83552
32,80322
33,75307
34,68780
35,67966
36,66233
37,62245
38,57508
39,53531
40,50315
41,47577
42,45037
43,42694
44,40548
45,38599
46,36826
47,35104
48,33412
49,31750
50,30119
51,28517
52,26945
53,25403
54,23891
55,22407
56,20939
57,19484
58,18042
59,16614
60,15200
61,13834
62,12729
63,11917
64,11289
65,10665
66,9667
67,8310
68,7072
69,6031
70,5188
71,4543
72,4096
73,3731
74,3333
75,2901
76,2435
77,1936
78,1445
79,1214
80,1214
81,1031
82,658
83,459
84,458
85,459
86,458
87,459
88,454
89,444
90,430
91,411
92,387
93,361
94,348
95,352
96,371
97,407
98,458
99,459
100,1
