0,428517
1,385886
2,352266
3,313198
4,282918
5,267036
6,242137
7,240318
8,216160
9,204694
10,182766
11,159999
12,151933
13,143434
14,129582
15,120770
16,110829
17,100000
18,98563
19,93007
20,82198
21,75000
22,72211
23,69753
24,66946
25,63791
26,60288
27,56436
28,52701
29,49549
30,46979
31,44992
32,43588
33,42646
34,41445
35,39865
36,37907
37,35856
38,33996
39,32330
40,30855
41,29572
42,28475
43,27521
44,26704
45,26022
46,25340
47,24522
48,23565
49,22563
50,21607
51,20695
52,19829
53,19008
54,18232
55,17502
56,16817
57,16171
58,15529
59,14885
60,14238
61,13589
62,12937
63,12284
64,11627
65,10969
66,10308
67,9637
68,8948
69,8242
70,7580
71,7240
72,6639
73,5997
74,5587
75,5138
76,4736
77,4405
78,4145
79,3874
80,3511
81,3058
82,2561
83,2311
84,2139
85,1825
86,1419
87,1214
88,1214
89,1149
90,994
91,763
92,555
93,459
94,429
95,447
96,459
97,459
98,458
99,314
100,1
