0,649268
1,574172
2,532813
3,496758
4,466249
5,443503
6,425003
7,410260
8,397749
9,390515
10,374239
11,360799
12,349701
13,338291
14,328259
15,317827
16,310646
17,300577
18,290226
19,281177
20,272701
21,265467
22,258695
23,253307
24,240370
25,232920
26,224231
27,219006
28,207532
29,201810
30,189630
31,179483
32,171367
33,157958
34,148896
35,144228
36,133043
37,122443
38,114871
39,106808
40,104827
41,95275
42,87071
43,81638
44,75689
45,69000
46,63516
47,59563
48,56218
49,52560
50,48587
51,44725
52,41397
53,38603
54,36342
55,34364
56,32416
57,30499
58,28611
59,26755
60,24938
61,23219
62,21607
63,20101
64,18596
65,16983
66,15293
67,13701
68,12237
69,10904
70,9706
71,8643
72,7715
73,6870
74,6059
75,5281
76,4535
77,3823
78,3144
79,2498
80,1916
81,1432
82,1045
83,755
84,561
85,458
86,441
87,458
88,461
89,458
90,459
91,460
92,463
93,467
94,470
95,467
96,459
97,445
98,459
99,459
100,1
