0,643611
1,566810
2,522599
3,484486
4,458130
5,431727
6,416606
7,402348
8,386709
9,374240
10,360529
11,348914
12,340554
13,328168
14,318733
15,306802
16,297976
17,288476
18,278460
19,268143
20,260000
21,250000
22,242799
23,236598
24,225194
25,216600
26,211279
27,201778
28,193859
29,179483
30,172760
31,155939
32,147130
33,137463
34,130319
35,124685
36,112139
37,108831
38,97000
39,91470
40,83007
41,76269
42,70569
43,65592
44,61337
45,57805
46,54708
47,51756
48,48951
49,46292
50,43780
51,41413
52,39182
53,37015
54,34901
55,32840
56,30832
57,28877
58,26975
59,25126
60,23331
61,21592
62,19930
63,18350
64,16851
65,15433
66,14096
67,12841
68,11666
69,10521
70,9352
71,8159
72,6943
73,5738
74,4748
75,4008
76,3517
77,3217
78,2769
79,2113
80,1508
81,1213
82,1145
83,796
84,460
85,458
86,459
87,457
88,459
89,461
90,464
91,469
92,470
93,467
94,459
95,445
96,459
97,532
98,621
99,459
100,1
